gene,logFC,logCPM,PValue,FDR
ATG14,-0.3602921286,4.8971117905,2.65859895946611E-16,8.76385274482901E-16
KTN1,0.0637242997,8.2629516967,0.3095531259,0.3439957899
SIX1,1.3017494112,4.8527667094,5.21252200567616E-12,1.35470677229378E-11
RHOJ,-1.5107456028,3.9628238873,2.71756128185008E-99,1.1010584859269E-97
DLGAP5,3.386160641,4.1344491201,7.49682000415362E-107,3.55163483128716E-105
L3HYPDH,-0.7010290829,2.6871006361,1.63245854894385E-36,1.36311042047462E-35
HSPA2,1.1445186162,5.6883731126,2.91883514579118E-13,8.16768362721856E-13
ZBTB1,-0.270882925,5.2449957429,3.45150753640952E-09,7.50998906567591E-09
TRMT5,-0.1700316573,4.6172964278,3.8225375171665E-05,6.27899088956806E-05
SGPP1,-0.2444838881,4.2313761384,0.0078637316,0.0105997745
PLEKHG3,0.1735843343,5.5290127489,0.00456503,0.006288238
PZP,1.2496663175,0.8021966195,1.54083436003804E-05,2.6036408053279E-05
RHOT1,-0.0512078522,5.5764183356,0.3894727605,0.4253722613
EVI2A,0.592926716,3.2692648595,2.41276226059524E-09,5.30553619490632E-09
OMG,-0.4888005131,-0.7053750506,0.0011182671,0.0016316301
WDR60,-0.0293610218,4.6336784731,0.5769184761,0.6105664309
AIF1L,-0.7762432269,6.0459500365,1.68384132220677E-09,3.74392305124294E-09
FAM78A,0.4974113992,3.2780745363,1.08509286134888E-07,2.13836158360629E-07
NUP214,0.0511271815,6.3902635517,0.167203148,0.1934326297
CTAG2,2.5139449355,-0.9285118204,0.0130840348,0.0172191404
AVPR2,-2.7208800041,0.6262727504,7.06067993590596E-129,4.99138587344018E-127
SLC10A3,0.3993344821,4.9988304735,2.43691350627199E-10,5.70181469067915E-10
MAP2K2,0.5634141719,6.567218307,3.26400611805851E-17,1.12642652022396E-16
HNRNPH2,0.2499444059,7.0155668207,1.66261131368838E-06,3.01859492673461E-06
ARMCX1,-0.3297082752,5.000610985,0.000212041,0.0003295394
TMEM35A,-1.5309880313,0.1083836706,1.57928001498086E-29,9.8622349405729E-29
NXF5,0.9015188278,-3.1482242354,7.55912767461612E-06,1.30809000991349E-05
TIMM8A,0.5565883331,2.9104050586,9.68950551601936E-18,3.44642710610406E-17
ZC4H2,-0.4243449727,2.8018475988,9.37983688503923E-05,0.000149665
CANX,0.3944209711,9.8159180038,9.2524179425183E-11,2.21995878970834E-10
INTS11,0.4319405897,6.3179478253,6.94874843934984E-15,2.12374155747119E-14
RGS13,-0.3358026681,-0.5109812872,0.0211091763,0.0271900213
IPPK,0.8373996683,2.9152841834,6.97780016602064E-28,4.05261795692761E-27
ZNF484,0.0048447315,2.5835534267,0.9607595164,0.9660806924
OMD,-0.8259284633,3.810670315,8.71857828443786E-09,1.84685545149707E-08
FGD3,2.1146038418,5.8744758169,5.23472340305872E-35,4.14774668708208E-34
HIVEP3,-0.0273048837,4.9931530494,0.6909929203,0.7195678155
PPCS,0.4162152003,6.0371245049,1.86444145257055E-15,5.88376280765869E-15
EDN2,2.5719547415,2.8397457808,2.63331893514574E-34,2.03774446446597E-33
BCL11B,0.36317063,2.8437108991,0.0216849853,0.0278933193
COX7C,0.309885447,7.5137074758,1.0768947554795E-06,1.98152138766668E-06
TRAF2,1.264447991,4.9325246098,1.21023340873355E-68,2.63034396424988E-67
ABHD8,0.6689446165,3.7971379209,1.73585209649459E-18,6.4250669500194E-18
MASP1,-3.59752295,0.3813455994,9.00466264046133E-157,9.85647467895013E-155
ATP13A4,-0.9721821394,2.9459333286,3.59069171153818E-07,6.83588731337509E-07
HRASLS,1.368774785,1.4355348823,9.37344656965857E-12,2.39799812062908E-11
HELB,0.3061748459,3.4879422099,0.0001284743,0.0002030014
RAP1B,-0.1604171389,5.6129956468,0.0024244205,0.0034254577
TSPAN8,0.8518753042,3.0044318818,0.0092483424,0.0123703131
BEST3,1.08669285,-1.2731511858,3.38049981701742E-06,6.00255416226811E-06
RAB3IP,0.9515021962,5.1118420013,3.93406147496117E-23,1.82772604482793E-22
PTPRB,-1.8051304682,5.1537011274,8.86677365808092E-112,4.58471309947171E-110
DYRK2,0.5375218667,5.4774313406,1.76564605049924E-14,5.28098586236805E-14
YEATS4,0.7949265849,4.3789533814,5.44046578464951E-22,2.39440473719351E-21
TAS2R3,0.0734783604,-2.8442037303,0.7700512481,0.7935243207
TAS2R4,-0.3825173203,-0.5945531938,0.0005495194,0.000823748
TAS2R5,-0.570826895,-0.8881925889,2.83438115487367E-08,0.000000058
CRYGN,-0.8401781449,-1.1573059434,3.35397374912457E-12,8.8121342812365E-12
LRRC61,1.1464450836,4.2154558694,7.10093226621779E-44,7.73833429541342E-43
TRPV5,0.1296511747,-2.7082033135,0.4836009027,0.5197493904
IDUA,0.6439529051,3.9814291308,6.51519989236075E-12,1.68215347420606E-11
FGFRL1,-0.438336552,4.9912090517,0.000000132,2.58630505906514E-07
TMEM175,0.2900001283,4.4907988094,0.00001879,0.00003156
AUNIP,2.300931583,2.0845545372,1.14501992781401E-69,2.56458011224746E-68
PIN1,0.6542256656,5.087887843,4.88012494179042E-17,1.6684618598217E-16
FBXL12,-0.1192700595,4.0207913862,0.0043216287,0.0059653683
EMC1,0.186783853,6.3038835158,0.0001696482,0.0002655302
PLA2G5,-1.346446165,0.3229813975,3.65121988374537E-32,2.57377343454043E-31
UBR4,-0.1349710272,7.5190571162,0.0143231217,0.0187697544
HP1BP3,-0.1965348519,7.5042236313,3.17488258866676E-05,5.24688681066285E-05
ADGRE2,0.153616683,2.5334187669,0.1525603446,0.1774000049
SIN3B,0.0074258619,5.7858975881,0.8867366168,0.8994937483
SLC35E1,0.4473200086,6.8764889192,5.82989058219748E-18,2.09585763136449E-17
EPS15L1,0.7454973658,5.7871054401,2.30128434939118E-41,2.30689309263563E-40
KLF2,-1.4693881308,5.1583348233,3.37336877358422E-57,5.53648541280032E-56
OR7C1,-1.4361860569,-2.920194198,8.08523247938966E-15,2.46331127039318E-14
F2RL3,0.611052341,2.201010161,1.04234682803563E-07,2.05606358042836E-07
UQCR11,0.557448781,5.8255227431,2.67548340915536E-14,7.90903545953735E-14
GFER,1.2567665481,4.5012068333,3.60541899600978E-51,4.9656369388981E-50
SYNGR3,3.2505259866,1.6124781291,1.05675554086817E-61,1.93960012930409E-60
PKMYT1,4.0656185122,4.2497753622,7.91254120880684E-139,6.56861907199604E-137
WFIKKN1,1.5252263839,0.214646984,2.04136337718697E-24,1.00919414017697E-23
WDR24,1.1092779695,4.0962122738,4.06483965140062E-46,4.72565897973966E-45
FBXL16,2.0992810404,5.0582275047,3.52271435424464E-34,2.70899727649646E-33
CHTF18,1.8862075825,4.4053849021,6.10749016144212E-60,1.07658394754875E-58
GNG13,5.5809394249,0.0986733197,2.6556095241211E-52,3.79017750482604E-51
TUBBP1,0.6254208369,0.1188654211,1.326368912617E-14,3.99707043760003E-14
MACF1,-0.2540302115,8.3935512049,0.0003779964,0.0005747866
SMARCA4,1.0348908562,7.4718794537,1.05500633295721E-62,1.99854863324888E-61
KDM4B,1.2405822835,7.1883048127,4.90752250496389E-31,3.30160113803593E-30
TICAM1,0.4617800861,4.7560829361,1.15229958622321E-15,3.67830721632352E-15
METTL25,-0.283336452,2.6436652407,1.38560757362501E-06,2.52882232039966E-06
IL17B,-2.012269708,0.2796826561,1.5600237751932E-34,1.21551106203773E-33
EMC6,1.0084308508,0.9178298522,1.68690110849017E-22,7.61433613087367E-22
METTL16,-0.2154479699,5.3550664289,1.58686410027243E-06,2.88391329356601E-06
TUBA4A,0.6678328203,5.4409869711,2.14638834717497E-07,0.000000415
VIL1,3.5808237239,-0.3204788504,9.97184302189331E-22,4.32905246557358E-21
AAMP,0.4405986239,6.9504154148,6.14651683595551E-16,1.98871687757864E-15
PNKD,1.0776959297,5.9935547507,6.46385662735642E-41,6.36675805537799E-40
TNFRSF19,0.4114042409,4.5346825756,0.0012829656,0.0018621283
RNF6,0.1483905736,5.5052899661,0.0129635469,0.0170721604
ECHS1,-0.3362854081,7.1083570542,2.9792164089592E-07,5.70377379488021E-07
ZNF835,-0.416152516,1.0571712911,0.0007579953,0.001121643
AKAP9,0.2885705937,7.1600896185,0.0013759133,0.0019913917
GNG11,-2.1219750494,4.9894064555,5.7672399378612E-192,9.54618874104757E-190
SEM1,0.8920020412,6.3661360344,5.24935851178086E-30,3.35370878232062E-29
GNGT1,4.704665275,-1.1979469222,1.01115891131081E-14,3.06247013348692E-14
HIP1,0.1174457011,6.5961524618,0.077328618,0.093321004
PTPN12,0.1526081789,6.7367614031,0.0037192731,0.0051619913
POR,0.5841884003,6.4743167964,3.03091160113458E-14,8.93830812866912E-14
FGL2,-1.154738101,5.2774428582,2.69326391637653E-31,1.83236446801898E-30
STYXL1,0.9168226385,5.1651366854,1.55876854552927E-42,1.6274742668053E-41
STEAP4,-0.6222841838,6.5309083261,0.0003379377,0.0005164475
GNAI1,-2.4345411109,4.2449991179,6.45552992762967E-183,9.8450458098559E-181
PMS2P3,0.2364784721,1.2392069395,0.0001572626,0.0002467945
PEX1,0.1160548922,5.1022885581,0.0430129112,0.053548658
MTERF1,0.1918456836,3.5214578007,1.2562351771995E-05,2.13924848630936E-05
SGCE,-0.995206679,5.1247244881,1.06407868931147E-22,4.84818397113953E-22
RBM48,-0.1158443171,3.6770328542,0.0036057822,0.005009343
CASD1,0.5483803127,5.905475613,3.06563300966179E-06,5.45989198794639E-06
ZNF780B,-0.2321631904,3.9642787597,0.0006990182,0.0010382768
LRFN1,1.6837282385,2.6955282249,9.40388027726528E-40,8.82093068440371E-39
ZFP36,-2.1504828502,7.6329639177,4.10873841358109E-105,1.87140625797101E-103
SRD5A3,1.0276206695,5.6352852012,2.68530735682457E-27,1.51549591493472E-26
SPINK2,0.0722639965,-2.0897411944,0.6974930758,0.7256130542
RASL11B,1.7807566915,2.9302014096,1.82534371451181E-41,1.83657451720303E-40
PAICS,1.0777024416,7.4950316428,4.61167545228594E-49,5.90511989753558E-48
KDR,-1.0494935108,5.5622150748,3.78456057161645E-47,4.56806052810583E-46
PPAT,0.9605164438,4.700356276,5.72115439703738E-34,4.36254093432519E-33
TUBGCP6,-0.2408596849,5.3182088729,6.98830842725618E-05,0.0001125643
ADM2,2.2599149563,3.9194531125,3.8873041637217E-60,6.87905859376723E-59
DGCR6L,0.6760961102,5.123407347,3.1602276335058E-16,1.0377106488345E-15
DGCR8,0.153156705,5.2229305914,6.23651047253572E-06,1.08523277748368E-05
ASPHD2,1.1287860125,2.0858438496,6.39285617243556E-39,5.82155228637825E-38
VPREB3,1.4674736912,-0.0900638735,7.25287585188488E-12,1.86763961179346E-11
SDF2L1,1.5721827974,4.3126727934,8.7368587474488E-45,9.79235208745852E-44
GAL3ST1,-0.9997291989,-1.3028078901,6.04695393633176E-11,1.46930371961745E-10
YWHAH,0.6602655938,7.5215038681,4.09036955706165E-31,2.7586875030061E-30
RFPL2,1.3724416756,-2.7240655403,4.36236373532325E-14,1.27581044989318E-13
C22orf24,0.222812435,-2.8729832701,0.0187671059,0.0243035901
POM121L9P,-0.3667623335,-0.2827997449,0.0036580685,0.0050786032
GNAZ,-0.7048674857,3.464032216,5.78473625723409E-14,1.67967109251125E-13
MGAT3,-1.34479808,2.8595201711,6.16794650674435E-26,3.269577736225E-25
ADORA2A,1.6638878327,-0.9357822039,3.28160024025152E-23,1.53062405707677E-22
ATF4,-0.0011643106,8.1460348,0.9755440755,0.9788976998
A4GALT,-0.1243900242,4.1956312973,0.2153719462,0.2452796967
CDC42EP1,0.0601834702,6.3302128262,0.5504368732,0.5853013968
APOL3,-0.6301960718,5.3499649296,2.07677595048933E-12,5.52057970544295E-12
MCHR1,0.8511092571,0.468803175,1.64786194275914E-05,2.77809342306171E-05
TPST2,-0.2784379728,5.2186538955,3.25860815500159E-05,5.38034042793462E-05
BAIAP2L2,1.2961155429,1.1641023192,4.05848385189234E-14,1.18821832014096E-13
MPST,0.1187798815,5.1620233766,0.1749296538,0.2018379046
TST,-0.0786776637,4.8310630482,0.3978956658,0.4339430213
IGLL1,1.4452437025,-2.3453952923,4.76747021575694E-06,8.36734638113002E-06
APOL2,0.529799015,5.6040346283,3.33294284678218E-12,8.7594216786474E-12
RAC2,0.9141756649,5.2472877162,6.66519464622233E-16,2.15089602789291E-15
LIF,-0.6310112693,3.2868697089,0.00000402,7.0935772127757E-06
C22orf23,-1.0061826316,0.9320923249,3.0559478579009E-29,1.88238621625999E-28
APOBEC3A,1.5896572298,0.468984918,3.15016965511363E-13,8.80154246708822E-13
APOBEC3F,0.2438845461,2.7431298807,0.0034681501,0.0048250513
RIBC2,1.8900938586,1.8976776355,2.54253446049889E-55,3.96436763151654E-54
KRT17,-1.5153412946,7.7103342119,1.59156994659445E-14,4.77242436432706E-14
TBC1D27P,1.0417757213,-1.6227949661,8.28264886802434E-06,1.42864904162784E-05
EMC4,0.2748597284,6.0668500464,3.52796268394689E-09,7.6689682109563E-09
RNF112,-0.9561796435,-0.7671265376,4.94708155977048E-16,1.60869041712422E-15
SPECC1,0.4428200553,4.9892946484,4.75122144752463E-07,0.000000897
CPA4,1.409678899,2.6887677553,3.30860783561514E-09,7.20830403736827E-09
DOCK4,-0.5603869393,4.4995370468,1.07563709301372E-12,2.91206188560391E-12
POT1,0.3383506588,4.9694054907,1.82309393124898E-09,0.000000004
ATP6V1F,0.8726635215,6.4711267915,2.19271751035705E-36,1.82307839314403E-35
LSM8,0.5475220314,4.898195755,7.50447118091429E-21,3.1073272525488E-20
CDHR3,0.5975149048,2.8493252607,0.0012322072,0.0017910418
PRKRIP1,0.5674813481,4.7470419859,2.3173064175767E-21,9.85517781788141E-21
VGF,3.8264914451,0.7025762419,1.21480666956277E-32,8.73104099866319E-32
PODXL,-0.5314229783,7.1012489066,3.73942757931639E-11,9.21315130405907E-11
FOXP2,-1.9238317504,1.6628759047,4.99281409009788E-64,9.76476450214677E-63
STRIP2,1.4174587016,1.7413097399,2.9119161737051E-31,1.97617191128497E-30
IFT22,0.7832013363,5.0335836722,7.83488006709757E-39,7.10372926858486E-38
MKLN1,-0.3629731338,5.7078498376,2.83640737804112E-09,6.20894401131395E-09
DNAJB9,0.0609272434,5.3396492524,0.3552508246,0.3908896633
FLNC,-1.5569028967,4.0315799378,1.55267806571122E-45,1.77768868712766E-44
LRRC4,0.168862286,1.7106911439,0.1294007569,0.1519076694
CALU,0.7127147516,8.0477470106,2.34364955560613E-20,9.48571803138272E-20
CCDC136,-1.2325801892,1.374072453,1.65275112952255E-40,1.60062726229108E-39
SMO,0.2086809948,4.7344506588,0.0687744068,0.0835660914
IRF5,0.8402452885,3.7544877183,2.83653769314557E-25,1.45917476251904E-24
LRRC17,0.0901159714,4.0309570216,0.5416930121,0.5769076271
KLHDC10,0.035579372,6.3378241646,0.54980584,0.5847449197
NDUFA5,0.3144764215,6.2225535927,6.11025072025701E-09,1.3075984710453E-08
FEZF1,2.5384138493,-3.0412030198,6.80743460520929E-09,1.45221705141856E-08
OPN1SW,-0.2641498189,1.0318230342,0.0003972236,0.0006027407
MRPS12,1.343107255,4.9616122258,4.90097841270019E-48,6.05837704877775E-47
MYO1B,0.1626901411,6.7886665614,0.0467352548,0.0579145087
HOXD1,0.127946107,-1.5006874001,0.368011351,0.4037520161
HOXD3,-1.0676550658,-0.9103585372,1.98854069337537E-25,1.03076046710651E-24
MTX2,0.6176133717,5.1184420563,9.48147231812969E-42,9.62543184547302E-41
PDE11A,-2.3409431029,1.718021954,2.96278780874626E-89,1.00034624199286E-87
CHN1,0.1181088743,3.9422451715,0.2093166797,0.2388947062
GAD1,3.3441952724,1.5290149321,6.29162131387248E-26,3.33318407857889E-25
EIF2S2P4,0.7094031425,-1.9245442298,4.1203604187162E-12,1.07673569432489E-11
OSGEPL1,0.0995659084,3.3579712897,0.039189743,0.0490138108
ORMDL1,0.1086327434,5.1182508859,0.0121024857,0.0159833492
HAT1,0.4558823888,5.8976739638,6.55322772111438E-19,2.47246587515456E-18
HOXD9,-0.8210726974,2.4683024415,4.80188879409978E-19,1.82463708293159E-18
HOXD10,-0.8783690536,0.4922187591,4.01962130117313E-16,1.31134046198349E-15
HOXD11,0.5865761162,-2.4551127554,0.0059417746,0.008102854
HOXD13,1.8881986996,-0.9783140597,0.000000002,4.32310800330924E-09
HERC2,-0.2967995252,6.2390581158,1.10619876872155E-08,2.33034857796951E-08
SNRPN,0.0016334166,5.3750661903,0.9978827535,0.9985448698
PSMG2,0.1632527255,5.7809755671,0.0008446354,0.0012442192
TWSG1,0.2666873428,5.8408785291,0.0001066071,0.000169475
ARHGAP22,0.7945266165,2.4372498465,1.47702153515844E-13,4.19757397334704E-13
WDFY4,0.5877253235,3.7622333348,1.96651340893838E-06,3.55247041984702E-06
EIF2AK4,-0.0264803757,6.279931938,0.5901845757,0.6236337287
MYO5C,0.180362327,6.1948270681,0.0391803754,0.0490043527
CGNL1,-0.5518935164,5.6325706056,3.57459971365718E-07,6.80572898211095E-07
TMOD2,-1.0421863892,4.195973956,6.86793623781488E-36,5.61895711608568E-35
TTBK2,-0.788310164,4.0596660169,4.99050223868659E-47,5.99293318214635E-46
ELL3,1.1050862997,1.1557997834,6.58531452514299E-28,3.82958329262065E-27
CCDC32,-0.0610110985,3.8056575029,0.1865873434,0.2144593117
INO80,-0.1243078529,5.4245052904,0.001324311,0.0019200847
ICE2,-0.1686142144,5.6102428195,0.0030678238,0.0042903067
DLL4,-0.8056925847,3.8876751384,7.12166507895921E-29,4.30951226556903E-28
ALDH1A2,-2.7743898793,2.0793800323,1.48935365047758E-131,1.10163471923336E-129
MINDY2,-0.4394216667,5.247497287,1.94621595072213E-10,4.58252911772947E-10
IVD,0.1063888389,6.6038162763,0.1844405084,0.2121085381
KNSTRN,1.266637289,4.2267016971,9.75397370063582E-50,1.2791370535143E-48
DUT,0.3794152816,5.6032610317,1.7600865109854E-10,4.1561680956167E-10
CHAC1,1.5524996939,1.6275873672,6.03936942972746E-22,2.65025416326191E-21
CLN6,0.8883542567,5.6613563562,2.62764374946515E-43,2.81269784002291E-42
ARPP19,-0.0133287352,7.5875908782,0.8155448879,0.8351735901
VPS13C,-0.5437293532,6.3821789945,5.50672530439591E-12,1.4292529411333E-11
CALML4,0.1878869372,1.2996252821,0.0260277681,0.0331806984
ISLR,-0.0627607384,7.3032856855,0.5317847786,0.5671563117
THAP10,0.3262569347,1.763664175,4.81724060999575E-06,8.45251202888918E-06
LOXL1,1.450717919,5.8177914806,1.55115059433623E-39,1.44649721861392E-38
ACKR4,-1.5937281135,0.9329741164,2.0398201765079E-48,2.56593876327541E-47
ANAPC13,0.213808624,5.88607041,5.65510846190369E-05,9.16444237996762E-05
MBD4,0.4685750386,5.5539682893,7.18697297410917E-27,3.98320882717778E-26
COPB1,0.5214556766,7.6267766105,1.50003729304517E-20,6.11503414281487E-20
PSMA1,0.4157510294,6.0305463732,1.99423324131471E-15,6.28313086916541E-15
SUMF2,0.452575298,7.2393894996,1.2232036510009E-10,2.91068428384208E-10
PALLD,-0.2069923228,7.9895754209,0.0079296566,0.0106843926
SPCS3,0.152431009,7.0079498029,0.0058097244,0.0079283521
BBOX1,-1.9818403532,3.0738880915,7.85815826300302E-27,4.34632363910921E-26
SERGEF,0.1446173044,4.0683613197,0.047119244,0.058371697
KCNC1,1.9114977802,0.8238338993,1.96877406046579E-10,4.63323282578278E-10
TPH1,2.0211857828,2.3939100657,4.73548922758061E-12,1.23320789113491E-11
E2F8,3.4737948522,2.6833919751,7.75352645550129E-87,2.52370778370549E-85
DCTD,0.0493299703,6.2033644723,0.2732511283,0.3060475772
SOX15,0.1595187682,1.0329821786,0.3740006353,0.4098757063
PIMREG,3.1231764225,2.8753335705,4.55984915353779E-82,1.33098564647244E-80
RPAIN,-0.0035496818,4.5929446943,0.9381883267,0.9462755561
USP6,-1.4180181883,0.4698953782,1.23691227676269E-49,1.61584315038498E-48
SHBG,-0.5167013158,-1.9330758617,5.55808193465562E-08,1.11547901965224E-07
PLD2,-0.3166218338,5.2584191608,2.23646269701098E-09,4.92864234234941E-09
CD68,0.2529673189,0.5403502108,0.041083137,0.0512590356
TXNDC17,1.1571330403,5.1551160032,1.23177124599544E-53,1.83421076488164E-52
ATP1B2,-1.3931886885,1.5078249195,1.68341147999205E-44,1.87209701089161E-43
FXR2,0.1970065394,5.441677657,0.0001515266,0.0002380543
KIF1C,-0.5509223133,7.1000131242,1.26457557054332E-19,4.93504434128362E-19
MPDU1,0.5733389025,5.8992536833,1.96038838486045E-18,7.2285660276313E-18
PHF20L1,0.5626301172,6.1144306973,4.56908711499317E-15,1.41058158562043E-14
LRRC6,1.3677978666,3.3528277769,5.48696423800663E-23,2.53013642270984E-22
CCNT1,-0.054770441,5.584498148,0.3041873579,0.3384486441
PUS7L,0.3251649935,4.873103417,6.11915551260461E-07,0.000001147
KRI1,0.610746015,5.2229114244,8.73297393993733E-25,4.39661184298106E-24
ILF3,0.5257993601,8.1192434447,1.08185682057012E-37,9.41284783692194E-37
SLC44A2,0.3640503687,8.1638088146,4.74578483899429E-09,1.02367163479808E-08
AP1M2,1.6493780049,6.7513845419,6.83592195273588E-61,1.23137317404757E-59
CDKN2D,1.2789266506,3.4235658253,4.14320805762891E-41,4.1138085564153E-40
MTUS1,-0.5189838634,6.7133594769,0.000000001,2.20268798908697E-09
KLK14,2.1414829304,3.2024192411,3.88624463344125E-09,8.42485200602109E-09
SIGLEC9,0.6422398508,1.6126490406,4.6945200328753E-11,1.14880952684065E-10
KLK10,0.3389682129,4.1379471126,0.2417570704,0.2732197099
KLK8,-0.3507044864,1.6343986128,0.1973631112,0.2260598742
NGDN,0.2575164864,4.9277445272,2.89895046026751E-07,5.5559805983071E-07
RIPK3,0.4175404606,3.1029225564,0.0002741865,0.0004222297
ADCY4,-1.7258700933,3.6304340047,3.5806999607115E-102,1.53314954469202E-100
RAB2B,-0.1526615932,4.6449321821,0.0010457487,0.0015288612
BCL2L2,-0.8350201224,5.665541028,1.62150625088374E-66,3.39378632895065E-65
AJUBA,-0.1932663619,4.6250449635,0.0207407961,0.0267421702
DTD2,-0.1399581015,4.088473124,0.014039036,0.0184197038
PARP2,0.3072082583,4.5908773633,1.79449202556616E-09,0.000000004
HEATR5A,-0.0492878483,4.9105364182,0.4250810297,0.4611825919
FOXA1,1.9197243352,8.178381313,1.50064091230927E-24,7.47868518552369E-24
SNX6,-0.0080894302,6.0952669555,0.8676697665,0.8824278241
EAPP,0.1318879412,5.5008572729,0.0141046691,0.0185004517
EGLN3,1.7088821521,5.5513134826,2.7064245147158E-26,1.4600278194848E-25
MIS18BP1,-0.0539381813,4.8334907725,0.3829045129,0.4186702343
NRL,0.3289770892,0.7143413186,0.000002188,3.93875066056972E-06
RNASE1,-1.4311489005,6.9398039252,9.92244340936101E-50,1.29997417369939E-48
NEDD8,0.5511644171,5.9943674273,1.19230320530485E-20,4.88178926262526E-20
DAD1,0.4540861908,7.0265619122,2.29928305865689E-15,7.22494940505844E-15
TEP1,0.0029058323,5.5016323535,0.965751235,0.9706139588
EPB41L4A,-0.1877325458,3.8783438873,0.0941142804,0.1123889783
CDO1,-3.6061962665,3.1133326931,7.00510572293185E-222,1.55869344225171E-219
